original_file,category,bytes,sha256,is_duplicate,duplicate_of,canonical_name
"Solid_General_Bag_2.svg","icon","1470","097f255639c0031749a908ae63100f9ebdaa29cd7c7b4757751a470c59ba981c","false","Solid_General_Bag_2.svg","icon__solid_general_bag_2.svg"
"Solid_General_Bag_3.svg","icon","1478","abc6ec61b0bafbe45b3f1bebab8818f9ac5bd4258624fb13b62cb09ac493dcb3","false","Solid_General_Bag_3.svg","icon__solid_general_bag_3.svg"
"Solid_General_Bag_4.svg","icon","1466","771d6e610a20179296d31e1eae23cfe637474206f127b624669a22533abaad94","false","Solid_General_Bag_4.svg","icon__solid_general_bag_4.svg"
"Solid_General_Bag.svg","icon","1470","097f255639c0031749a908ae63100f9ebdaa29cd7c7b4757751a470c59ba981c","true","Solid_General_Bag_2.svg","icon__solid_general_bag.svg"
"Solid_General_Home_2.svg","icon","723","b3fe6f8c4ebae6e9060e514e20c2920e777e802d7ce5e59a2257b044222bcbeb","false","Solid_General_Home_2.svg","icon__solid_general_home_2.svg"
"Solid_General_Home_3.svg","icon","706","8ac182cbd1f1882673de82948705c749c6c2384b6cc5a664d0d6a2abba8f408a","false","Solid_General_Home_3.svg","icon__solid_general_home_3.svg"
"Solid_General_Home_4.svg","icon","706","45b9da40ae1a97f8bb4e70ac089f7b3480bf53fc3c37b5cac3b5cde162dd9008","false","Solid_General_Home_4.svg","icon__solid_general_home_4.svg"
"Solid_General_Home.svg","icon","723","a11e9b72ca845351dccd87b9610b8427e5821cc8b4c422a20353080c34fd8732","false","Solid_General_Home.svg","icon__solid_general_home.svg"
"Solid_Interface_Add_2.svg","icon","1027","f0d7e1677ec5daf10637d3d5372610c4e6a3c4580edb6b67f29e678c9606086d","false","Solid_Interface_Add_2.svg","icon__solid_interface_add_2.svg"
"Solid_Interface_Add.svg","icon","1027","2fa936bcd9c8e2a2d4540b511816144a36a8fc5a04431043839882cd5dd32a37","false","Solid_Interface_Add.svg","icon__solid_interface_add.svg"
"Solid_Interface_Other_2.svg","icon","632","a91252ce2d76ae998a16a6adcfba673071daed88d8dbdbc39b79f3ca6f53839b","false","Solid_Interface_Other_2.svg","icon__solid_interface_other_2.svg"
"Solid_Status_Award_2.svg","icon","1712","a90e35ec9aa32cfad643e8e67362987df45ca85c5faa36055111b5eec42e4e7d","false","Solid_Status_Award_2.svg","icon__solid_status_award_2.svg"
"Solid_Status_Award_3.svg","icon","1712","a90e35ec9aa32cfad643e8e67362987df45ca85c5faa36055111b5eec42e4e7d","true","Solid_Status_Award_2.svg","icon__solid_status_award_3.svg"
"Solid_Status_Award_4.svg","icon","1712","a90e35ec9aa32cfad643e8e67362987df45ca85c5faa36055111b5eec42e4e7d","true","Solid_Status_Award_2.svg","icon__solid_status_award_4.svg"
"Solid_Status_Award.svg","icon","1712","a90e35ec9aa32cfad643e8e67362987df45ca85c5faa36055111b5eec42e4e7d","true","Solid_Status_Award_2.svg","icon__solid_status_award.svg"
"Vector_60.svg","raw_fragment","557","c4d5d7d25b502a3212764a51126d3234d7de654e28cb10cde23c1d0a1238e12c","false","Vector_60.svg","raw_fragment__vector_60.svg"
"Vector.svg","raw_fragment","215","d5ea63f3b9118f3f8d05e30578f4281117f760e08af1204bdf01308582b32bb1","false","Vector.svg","raw_fragment__vector.svg"
